frequency_hz,n_samples,timestamp,adc1_ch1_mean,adc1_ch1_std,adc1_ch1_rms,adc1_ch2_mean,adc1_ch2_std,adc1_ch2_rms,adc1_ch3_mean,adc1_ch3_std,adc1_ch3_rms,adc1_ch4_mean,adc1_ch4_std,adc1_ch4_rms,adc2_ch1_mean,adc2_ch1_std,adc2_ch1_rms,adc2_ch2_mean,adc2_ch2_std,adc2_ch2_rms,adc2_ch3_mean,adc2_ch3_std,adc2_ch3_rms,adc2_ch4_mean,adc2_ch4_std,adc2_ch4_rms
143.7862136311763,100,2025-07-29T17:44:29.258985,-6066.56,65.62,6066.91,4061.08,66.83,4061.63,-3697.92,56.51,3698.35,2260.98,56.05,2261.67,-23927.98,84.45,23928.13,29309.37,83.21,29309.49,-875960.55,12.78,875960.55,-876304.37,12.51,876304.37,
168.19700644641483,100,2025-07-29T17:44:44.395599,-6123.44,82.32,6123.99,4119.43,80.70,4120.22,-3726.53,63.90,3727.08,2290.13,62.49,2290.98,-24098.49,157.55,24099.00,29483.21,158.93,29483.64,-875968.65,20.00,875968.65,-876310.95,16.18,876310.95,
196.75205475611267,100,2025-07-29T17:44:59.521843,-6151.44,99.58,6152.25,4146.18,100.26,4147.39,-3732.48,69.91,3733.13,2295.46,70.14,2296.53,-24156.85,229.90,24157.94,29546.17,230.74,29547.07,-875958.43,11.78,875958.43,-876294.38,18.61,876294.38,
230.15493479121608,100,2025-07-29T17:45:14.661425,-6120.15,82.03,6120.70,4117.59,83.82,4118.44,-3714.38,61.23,3714.88,2280.73,61.26,2281.55,-24090.45,171.70,24091.06,29484.68,169.45,29485.17,-875962.56,12.04,875962.56,-876310.14,12.25,876310.14,
269.22866993389414,100,2025-07-29T17:45:29.799104,-6075.85,104.81,6076.75,4075.52,107.08,4076.93,-3684.65,74.78,3685.41,2253.74,75.12,2254.99,-23958.68,267.86,23960.18,29355.09,267.91,29356.31,-875963.22,12.64,875963.22,-876302.19,16.23,876302.19,
314.9360094326341,100,2025-07-29T17:45:44.925722,-6199.61,153.14,6201.50,4197.43,153.05,4200.22,-3758.17,92.05,3759.30,2321.90,90.57,2323.67,-24274.24,409.32,24277.69,29680.04,407.80,29682.84,-875945.89,8.76,875945.89,-876287.48,24.18,876287.48,
368.40314986403865,100,2025-07-29T17:46:00.078994,-6208.17,66.89,6208.53,4208.78,68.12,4209.33,-3760.32,57.58,3760.76,2324.94,57.52,2325.65,-24312.86,83.30,24313.00,29720.94,83.02,29721.06,-875943.93,11.19,875943.93,-876291.13,11.63,876291.13,
430.9474838213967,100,2025-07-29T17:46:15.205561,-6172.17,85.61,6172.76,4174.62,86.08,4175.51,-3754.48,61.93,3754.99,2319.89,61.85,2320.71,-24273.19,169.07,24273.78,29682.88,167.89,29683.35,-875945.55,12.22,875945.55,-876293.64,15.15,876293.64,
504.11005953812406,100,2025-07-29T17:46:30.344732,-6158.61,90.74,6159.28,4160.53,91.68,4161.54,-3733.98,68.90,3734.62,2300.98,68.84,2302.01,-24234.52,185.65,24235.23,29651.24,187.43,29651.83,-875944.75,10.87,875944.75,-876292.55,15.51,876292.55,
589.6935512282796,100,2025-07-29T17:46:45.484610,-6214.14,104.53,6215.02,4221.33,104.05,4222.61,-3761.12,74.17,3761.85,2328.71,73.97,2329.88,-24392.50,252.89,24393.81,29811.25,251.35,29812.31,-875949.52,11.56,875949.52,-876301.22,12.94,876301.22,
689.8066757065405,100,2025-07-29T17:47:00.625205,-6051.39,102.79,6052.26,4062.55,102.30,4063.84,-3676.72,68.38,3677.36,2242.23,68.73,2243.28,-23909.03,266.21,23910.51,29338.82,265.12,29340.02,-875952.26,10.17,875952.26,-876300.64,11.42,876300.64,
806.9161496817962,100,2025-07-29T17:47:15.765432,-6017.32,80.73,6017.86,4028.83,81.12,4029.65,-3660.23,64.07,3660.79,2225.29,63.98,2226.21,-23750.02,157.15,23750.54,29188.35,155.62,29188.76,-875940.57,11.23,875940.57,-876286.57,18.99,876286.57,
943.9074679153925,100,2025-07-29T17:47:30.903843,-6186.03,133.78,6187.48,4202.37,134.02,4204.51,-3745.24,83.74,3746.18,2313.42,84.58,2314.97,-24252.82,347.23,24255.31,29696.76,349.62,29698.82,-875942.97,10.98,875942.97,-876277.84,16.06,876277.84,
1104.1559997749387,100,2025-07-29T17:47:46.026689,-6230.22,106.31,6231.13,4250.24,106.42,4251.57,-3762.17,72.27,3762.86,2330.92,73.21,2332.07,-24395.23,241.04,24396.42,29845.81,239.58,29846.77,-875957.17,10.66,875957.17,-876290.73,19.13,876290.73,
1291.6101559525684,100,2025-07-29T17:48:01.150546,-6105.69,83.91,6106.27,4126.71,84.40,4127.57,-3693.02,67.09,3693.63,2261.35,67.52,2262.36,-24029.81,164.02,24030.37,29485.55,163.02,29486.00,-875949.99,9.98,875949.99,-876289.50,18.64,876289.50,
1510.8886745168809,100,2025-07-29T17:48:16.274144,-6104.25,74.44,6104.70,4123.46,75.44,4124.15,-3709.24,59.66,3709.72,2277.77,59.84,2278.56,-24043.22,129.31,24043.57,29497.59,126.56,29497.86,-875945.17,12.74,875945.17,-876289.02,16.69,876289.02,
1767.3944233581942,100,2025-07-29T17:48:31.398162,-6066.50,81.89,6067.05,4092.50,81.98,4093.32,-3687.91,61.80,3688.43,2256.40,61.61,2257.24,-23931.57,167.17,23932.15,29401.15,164.94,29401.61,-875931.61,16.26,875931.61,-876298.19,14.21,876298.19,
2067.447523039027,100,2025-07-29T17:48:46.522467,-6079.84,74.47,6080.30,4108.02,74.09,4108.69,-3688.31,62.51,3688.84,2257.91,61.72,2258.75,-23971.94,114.13,23972.21,29444.55,114.35,29444.77,-875918.80,12.91,875918.80,-876296.77,17.19,876296.77,
2418.441070102854,100,2025-07-29T17:49:01.646305,-6073.77,72.70,6074.21,4100.15,73.58,4100.81,-3688.43,60.54,3688.93,2257.21,60.40,2258.02,-23953.79,126.66,23954.12,29426.56,126.36,29426.83,-875923.19,12.36,875923.19,-876282.93,12.01,876282.93,
2829.023297753531,100,2025-07-29T17:49:16.769766,-6180.48,65.12,6180.82,4223.02,65.40,4223.53,-3730.46,56.72,3730.89,2305.88,56.48,2306.57,-24304.56,73.84,24304.67,29808.44,74.85,29808.53,-875921.07,16.36,875921.07,-876274.94,14.90,876274.94,
3309.3106622159244,100,2025-07-29T17:49:31.893760,-6137.55,66.24,6137.91,4173.50,67.48,4174.05,-3719.24,57.62,3719.69,2291.82,57.50,2292.54,-24189.14,69.46,24189.24,29675.70,69.04,29675.78,-875926.34,16.00,875926.34,-876288.75,11.57,876288.75,
3871.1371050752355,100,2025-07-29T17:49:47.017762,-6068.54,86.02,6069.15,4105.79,86.82,4106.71,-3685.23,63.37,3685.77,2257.48,63.45,2258.37,-23980.24,174.12,23980.87,29471.29,169.98,29471.78,-875926.22,13.64,875926.22,-876293.00,13.85,876293.00,
4528.345633243088,100,2025-07-29T17:50:02.141254,-5914.19,72.05,5914.63,3947.26,72.89,3947.93,-3618.62,63.26,3619.17,2187.32,62.94,2188.23,-23477.92,116.05,23478.21,28966.18,112.76,28966.40,-875906.57,11.50,875906.57,-876281.07,14.88,876281.07,
5297.129400874892,100,2025-07-29T17:50:17.264825,-6029.48,90.30,6030.16,4066.44,87.78,4067.39,-3676.49,69.17,3677.14,2250.21,68.57,2251.25,-23753.18,197.02,23754.00,29239.35,188.96,29239.96,-875936.12,10.80,875936.12,-876297.46,15.55,876297.46,
6196.4306972561235,100,2025-07-29T17:50:32.388410,-6095.75,72.05,6096.18,4122.93,73.18,4123.58,-3709.70,60.08,3710.19,2282.34,60.61,2283.14,-23945.53,112.53,23945.79,29409.82,112.80,29410.04,-875943.94,11.80,875943.94,-876305.25,11.46,876305.25,
7248.4076714373705,100,2025-07-29T17:50:47.511883,-5947.47,84.71,5948.07,3979.31,85.58,3980.23,-3652.21,63.62,3652.76,2223.66,64.40,2224.59,-23515.04,179.20,23515.72,28987.62,177.62,28988.16,-875939.15,8.71,875939.15,-876289.63,14.66,876289.63,
8478.980293383642,100,2025-07-29T17:51:02.636095,-5871.71,71.14,5872.14,3915.11,72.63,3915.78,-3595.91,58.85,3596.39,2169.16,59.11,2169.97,-23263.57,116.99,23263.86,28764.74,118.37,28764.98,-875931.58,11.10,875931.58,-876285.41,16.75,876285.41,
9918.46900373522,100,2025-07-29T17:51:17.759921,-5831.23,80.84,5831.79,3868.37,81.67,3869.23,-3577.28,61.72,3577.81,2152.52,61.52,2153.40,-23143.92,140.58,23144.35,28626.28,141.15,28626.63,-875936.66,9.79,875936.66,-876268.02,15.84,876268.02,
11602.341788059299,100,2025-07-29T17:51:32.883481,-5824.43,78.97,5824.97,3866.84,79.10,3867.65,-3565.99,64.21,3566.57,2141.27,64.32,2142.24,-23111.26,174.95,23111.92,28617.34,176.40,28617.88,-875918.04,12.03,875918.04,-876270.15,15.61,876270.15,
13572.088082974531,100,2025-07-29T17:51:48.007075,-5802.39,72.34,5802.84,3851.42,73.04,3852.11,-3554.78,60.00,3555.29,2130.00,59.50,2130.83,-23043.29,125.60,23043.63,28563.58,123.85,28563.85,-875918.44,12.52,875918.44,-876272.59,14.42,876272.59,
15876.241046578438,100,2025-07-29T17:52:03.131090,-5813.46,66.05,5813.84,3864.55,66.47,3865.12,-3561.50,58.79,3561.99,2136.04,58.29,2136.84,-23086.50,84.46,23086.65,28607.06,82.16,28607.18,-875921.08,10.12,875921.08,-876263.90,10.98,876263.90,
18571.573381199294,100,2025-07-29T17:52:18.255305,-5835.94,66.98,5836.32,3888.82,66.97,3889.40,-3568.11,57.39,3568.57,2143.67,56.14,2144.40,-23137.27,100.24,23137.49,28658.33,102.68,28658.51,-875922.83,14.86,875922.83,-876265.87,13.89,876265.87,
21724.496172700903,100,2025-07-29T17:52:33.379914,-5843.40,68.70,5843.80,3904.81,68.27,3905.41,-3573.02,56.82,3573.47,2148.61,56.58,2149.35,-23175.35,96.06,23175.55,28725.13,89.43,28725.27,-875903.59,13.34,875903.59,-876246.38,20.67,876246.38,
25412.695212753097,100,2025-07-29T17:52:48.518917,-5896.58,90.07,5897.27,3978.22,91.50,3979.27,-3597.49,67.01,3598.11,2178.53,67.68,2179.58,-23349.40,189.86,23350.17,28944.61,194.34,28945.26,-875887.02,11.21,875887.02,-876229.18,18.13,876229.18,
29727.04512189358,100,2025-07-29T17:53:03.644498,-5781.31,78.37,5781.84,3868.75,76.96,3869.52,-3536.49,62.05,3537.03,2115.60,61.86,2116.50,-23013.61,150.46,23014.10,28611.41,143.72,28611.77,-875896.23,9.95,875896.23,-876230.78,13.15,876230.78,
34773.84843602196,100,2025-07-29T17:53:18.781816,-5765.74,91.93,5766.47,3872.32,91.24,3873.39,-3529.28,69.53,3529.96,2115.41,68.22,2116.51,-22936.53,189.87,22937.32,28573.09,187.22,28573.70,-875877.04,15.01,875877.04,-876221.48,11.14,876221.48,
40677.45482583641,100,2025-07-29T17:53:33.908367,-5809.92,70.57,5810.35,3910.24,69.57,3910.86,-3551.61,58.61,3552.09,2136.10,57.82,2136.88,-23038.96,107.09,23039.21,28667.44,103.48,28667.63,-875874.45,15.42,875874.45,-876221.17,17.37,876221.17,
47583.32498493084,100,2025-07-29T17:53:49.047652,-5784.13,79.42,5784.68,3883.72,82.74,3884.60,-3540.67,63.13,3541.23,2126.46,64.11,2127.43,-22958.10,132.83,22958.48,28581.55,139.73,28581.89,-875879.64,11.50,875879.64,-876217.89,12.90,876217.89,
55661.614678592116,100,2025-07-29T17:54:04.187149,-5739.47,96.33,5740.28,3835.83,95.69,3837.02,-3518.89,71.08,3519.61,2101.94,70.42,2103.12,-22842.20,215.40,22843.22,28459.37,217.98,28460.20,-875881.98,14.11,875881.98,-876222.78,27.23,876222.78,
65111.3672617295,100,2025-07-29T17:54:19.326297,-5742.85,91.12,5743.57,3837.83,87.40,3838.83,-3523.45,68.71,3524.12,2109.28,67.49,2110.36,-22817.94,172.40,22818.59,28422.06,161.91,28422.52,-875905.88,14.45,875905.88,-876252.18,12.55,876252.18,
76165.41796661822,100,2025-07-29T17:54:34.463274,-5745.80,69.19,5746.22,3855.29,73.91,3856.00,-3522.79,60.28,3523.31,2111.84,60.60,2112.71,-22860.81,97.87,22861.02,28490.26,109.52,28490.47,-875901.36,20.24,875901.36,-876239.38,21.28,876239.38,
89096.13079864478,100,2025-07-29T17:54:49.587007,-5727.55,76.56,5728.06,3860.57,74.34,3861.29,-3511.85,62.17,3512.40,2107.52,61.40,2108.41,-22836.79,132.89,22837.18,28516.56,124.80,28516.83,-875874.75,10.90,875874.75,-876209.83,15.80,876209.83,
104222.1093931151,100,2025-07-29T17:55:04.713475,-5687.37,79.25,5687.92,3830.65,75.80,3831.40,-3494.82,60.39,3495.34,2091.08,59.28,2091.92,-22693.52,128.46,22693.88,28388.90,117.45,28389.14,-875870.81,11.59,875870.81,-876201.99,17.88,876201.99,
121916.04718389941,100,2025-07-29T17:55:19.853610,-5713.81,69.69,5714.24,3861.67,70.45,3862.31,-3508.99,60.55,3509.51,2105.88,60.09,2106.74,-22791.30,91.51,22791.48,28500.28,93.73,28500.43,-875861.71,13.90,875861.71,-876194.37,14.93,876194.37,
142613.91030652725,100,2025-07-29T17:55:34.991252,-5808.65,76.54,5809.15,3972.49,77.15,3973.24,-3557.23,62.64,3557.78,2159.81,62.99,2160.73,-23069.79,117.29,23070.09,28802.44,116.80,28802.68,-875854.29,12.20,875854.29,-876184.96,14.04,876184.96,
166825.67949598184,100,2025-07-29T17:55:50.115029,-5838.70,68.78,5839.11,4010.99,70.15,4011.60,-3580.64,61.76,3581.17,2186.71,61.85,2187.58,-23175.30,108.32,23175.55,28924.69,107.93,28924.89,-875841.58,13.01,875841.58,-876172.68,16.00,876172.68,
195147.9156519718,100,2025-07-29T17:56:05.241588,-5966.11,95.74,5966.88,4096.00,90.74,4097.00,-3649.44,66.89,3650.05,2243.55,65.22,2244.50,-23510.80,209.70,23511.74,29180.86,198.78,29181.54,-875880.99,14.53,875880.99,-876210.49,16.87,876210.49,
228278.45867833772,100,2025-07-29T17:56:20.380915,-5786.46,81.24,5787.03,3917.50,83.74,3918.39,-3557.96,62.47,3558.51,2151.17,62.17,2152.07,-23020.18,143.84,23020.63,28700.54,146.12,28700.91,-875870.17,13.37,875870.17,-876211.88,12.89,876211.88,
267033.6217656189,100,2025-07-29T17:56:35.520507,-5840.93,75.34,5841.42,3981.09,74.75,3981.79,-3578.98,60.82,3579.50,2174.62,60.33,2175.46,-23180.93,126.75,23181.28,28876.17,124.48,28876.44,-875870.87,10.84,875870.87,-876196.83,12.25,876196.83,
312368.3047717644,100,2025-07-29T17:56:50.660633,-5787.01,102.27,5787.91,3923.95,99.38,3925.21,-3534.97,73.17,3535.73,2133.47,71.86,2134.68,-23035.50,244.14,23036.79,28716.45,236.98,28717.43,-875885.01,13.68,875885.01,-876227.07,13.24,876227.07,
365399.5222804888,100,2025-07-29T17:57:05.797471,-5735.81,93.49,5736.57,3889.60,94.27,3890.74,-3525.27,67.77,3525.92,2126.21,67.87,2127.29,-22863.02,200.31,22863.90,28583.88,199.68,28584.58,-875859.06,10.41,875859.06,-876197.41,18.64,876197.41,
427433.9260520208,100,2025-07-29T17:57:20.921247,-5754.52,82.15,5755.11,3916.26,81.22,3917.10,-3524.35,65.33,3524.96,2131.22,64.20,2132.19,-22910.09,142.96,22910.54,28637.20,138.71,28637.54,-875869.43,14.18,875869.43,-876211.75,15.41,876211.75,
499999.99999999994,100,2025-07-29T17:57:36.045574,-5847.68,81.92,5848.25,4002.98,81.49,4003.81,-3570.06,64.53,3570.64,2176.99,64.25,2177.94,-23169.20,147.85,23169.67,28875.39,144.72,28875.75,-875889.07,9.14,875889.07,-876224.98,18.27,876224.98,
