scan_id,point_index,x,y,voltage_x_in_phase,voltage_x_quadrature,voltage_y_in_phase,voltage_y_quadrature,voltage_z_in_phase,voltage_z_quadrature,std_dev_x_in_phase,std_dev_x_quadrature,std_dev_y_in_phase,std_dev_y_quadrature,std_dev_z_in_phase,std_dev_z_quadrature
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,0,560.0,585.0,1.972221171069145,0.036078662681579596,0.054905123877525344,-0.004276712679862976,1.9178557634353641,0.04108579716682434,0.00010951902685527818,5.891023094095247e-05,5.652749954265263e-05,3.860326732993778e-05,0.00018978035130534258,3.810606927748914e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,1,570.0,585.0,1.977672887349129,0.036443742585182196,0.05629738218784332,-0.004350567054748536,1.9142558211565022,0.04016632912158966,0.0002554214717143778,5.705705887110134e-05,4.702091129813053e-05,3.535395694328138e-05,0.0002433844138315593,4.414684178909146e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,2,580.0,585.0,1.9845773544073109,0.036840902709960946,0.05744976661205292,-0.004397115397453309,1.9106375098943709,0.03947835102081299,0.00015075031808151323,6.002876705660118e-05,5.1222966889686404e-05,4.433681520151563e-05,0.00014185886733074574,4.3832775694827445e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,3,590.0,585.0,1.9889200906276703,0.03722976622581482,0.05663297274112702,-0.004343172883987427,1.9082285822153093,0.038798902416229256,7.210367152989506e-05,6.309874012974632e-05,0.00012112481591776955,3.848276640010295e-05,0.00015724496451459868,6.9511528839209e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,4,600.0,585.0,1.9887632701635365,0.03739034199714661,0.05385739316940309,-0.0040832415819168095,1.9092122107028964,0.038129060411453246,4.6194496058799796e-05,4.8601560473308705e-05,0.00012016653304665043,3.624415276371576e-05,0.00010577299930745465,7.123251541965427e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,5,610.0,585.0,1.9851804450988773,0.03682524104118347,0.05081213014125825,-0.0037748406171798704,1.915168215250969,0.03775041482448578,0.00012378806614149463,6.197711737741536e-05,0.00012470784989413564,3.814169697050682e-05,0.00018159361238377934,5.99632033831836e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,6,620.0,585.0,1.980410215187073,0.035383406853675844,0.04892128930091859,-0.003645937514305115,1.924558899450302,0.03835266129970551,0.00010031558811238403,7.465905401925217e-05,0.00010582260817596352,4.365041354093775e-05,0.00017374483448369962,9.55281509133258e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,7,630.0,585.0,1.9765591039896016,0.033907192683219914,0.04818166844844818,-0.0038695675134658818,1.9348758927583696,0.04023226532936096,8.019307674155155e-05,7.341305167176617e-05,0.00010469922600782844,3.0643293324962075e-05,0.00019077113026760338,0.00011292532954784924
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,8,640.0,585.0,1.9749000150918963,0.03337027108669281,0.04743488631248475,-0.00433901002407074,1.9440691176652911,0.04265039205551148,3.90162081888858e-05,5.570314003459232e-05,5.476706808573268e-05,4.930391659984984e-05,0.00020283307377846386,4.7674587638470346e-05
d4c746ef-4bc3-4d0e-a127-7eeb5f5f7247,9,650.0,585.0,1.9758058301210408,0.033984074592590334,0.04609741473197937,-0.00483479790687561,1.9503225774765014,0.04434397737979889,7.633243749334088e-05,8.22054349590197e-05,7.685108315355022e-05,3.901025877768406e-05,0.00012933538344803546,3.356561951163124e-05
