scan_id,point_index,x,y,voltage_x_in_phase,voltage_x_quadrature,voltage_y_in_phase,voltage_y_quadrature,voltage_z_in_phase,voltage_z_quadrature,std_dev_x_in_phase,std_dev_x_quadrature,std_dev_y_in_phase,std_dev_y_quadrature,std_dev_z_in_phase,std_dev_z_quadrature
b79b03de-cd3e-4dca-9342-358f09cc91f0,0,535.0,535.0,1.9887790773868559,0.039540648365020754,0.05459066784381866,-0.003663928055763245,1.9440998005628587,0.04513032124042511,3.1507155260392164e-05,4.937676933996657e-05,5.507550867644187e-05,4.3935392136523453e-05,0.00010509548228803462,5.1303419004896724e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,1,545.0,535.0,1.9866435884714129,0.03902014532089233,0.055341903948783876,-0.0033590495109558105,1.944226200127602,0.0455009613275528,3.9907800833076e-05,5.7713749661461646e-05,5.780736319637064e-05,3.605075184737722e-05,0.00010951820147834695,5.292111763003066e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,2,555.0,535.0,1.9842966088056566,0.03857387509346009,0.055905403804779055,-0.0031000206470489506,1.9437533225297927,0.04579291462898255,2.673884442995408e-05,5.332431936431376e-05,4.320043129391116e-05,3.809712316387309e-05,8.699352309640518e-05,5.324529383557079e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,3,565.0,535.0,1.9817508307456968,0.03810099749565125,0.05631956470012665,-0.002897204947471619,1.9423488958597184,0.04577006256580353,2.9155575657413788e-05,7.661115087558881e-05,4.999948608479765e-05,3.7671122849553425e-05,9.891247682145643e-05,5.0750712928780315e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,4,575.0,535.0,1.979303010892868,0.03768255729675293,0.0565041860818863,-0.0027519124031066895,1.9404419857978823,0.0455756890296936,3.380315665005163e-05,6.967437814822482e-05,4.93290431479282e-05,4.564172089390143e-05,7.315702529365087e-05,6.189882503940102e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,5,585.0,535.0,1.9770835952281953,0.037357155561447156,0.05633825390338898,-0.0026690336465835574,1.938157012367249,0.045301551604270934,2.877052032320249e-05,7.370063388253544e-05,5.3127217499291806e-05,3.281213941294102e-05,9.252763857564517e-05,6.358532230973112e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,6,595.0,535.0,1.9751574719667437,0.03714549014568329,0.05574928200244904,-0.0026538668632507326,1.9355854711532594,0.04491257164478302,3.0934075013129916e-05,7.613780515082114e-05,5.7378323555842877e-05,3.864391935418623e-05,0.00011761719720192021,3.4384694763733105e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,7,605.0,535.0,1.9734428976774219,0.036992192101478576,0.05469453556537629,-0.0027700193881988527,1.9329571927785878,0.044425837254524224,2.8362933431422313e-05,7.262665082564708e-05,5.931582058863891e-05,3.650430028764666e-05,0.00010241591537491134,5.539296718031151e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,8,615.0,535.0,1.9720669414758683,0.03695204815864563,0.05315267629623414,-0.002966343355178833,1.9306623507499694,0.04399793601036072,1.9956230239756717e-05,5.5928513017776234e-05,3.493303630083059e-05,5.0348838367353404e-05,6.57776565148489e-05,7.392858998392973e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,9,625.0,535.0,1.9713760813951495,0.03705009369850159,0.05127973866462708,-0.003263827729225159,1.9289297276973727,0.04364141471385956,2.552224183635946e-05,7.568248994985209e-05,5.8327329316416075e-05,3.002802716482787e-05,8.741465047905576e-05,4.774742188910367e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,10,635.0,535.0,1.9713943630456925,0.03727494635581971,0.049259237837791445,-0.003624715662002563,1.9275295512199402,0.043259799814224245,2.8159360309205634e-05,4.705217033715284e-05,3.963268416813522e-05,4.072365351743215e-05,7.523338698734521e-05,6.970361711674782e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,11,645.0,535.0,1.9718688999652862,0.03753231589794159,0.047419661307334895,-0.003956871128082276,1.9261133637428283,0.042947352433204654,3.3221089662948194e-05,5.788120148423406e-05,3.6103642974796665e-05,5.216283467776695e-05,7.939922841091304e-05,6.923276820722702e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,12,655.0,535.0,1.9725195287704467,0.037740371561050416,0.04612256655693055,-0.004199132108688355,1.9249311115264895,0.04271772558689117,3.0016155983258115e-05,5.389235643931598e-05,5.0679222157073466e-05,3.887979530316637e-05,9.68094971854947e-05,6.815877838729938e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,13,665.0,535.0,1.9733337026596067,0.037904091310501105,0.04540576865673067,-0.004330305862426758,1.9243221986532213,0.04266267685890198,3.9481566441998704e-05,5.795172053871124e-05,5.113962642322724e-05,4.490882237441901e-05,9.2445503378208e-05,5.744664071909096e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,14,675.0,535.0,1.9743596001863484,0.038091973114013675,0.04513017568588257,-0.004392108321189881,1.9244510144233704,0.042783370685577395,2.3756772550986156e-05,5.982192142884829e-05,7.23522009648819e-05,4.16823416206654e-05,0.00012836932916742436,6.001348704021603e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,15,685.0,535.0,1.9753542034864424,0.03828008780479431,0.04521637308597564,-0.004356534790992737,1.9248482618808747,0.04299480321407319,4.5392786490914484e-05,5.7300312562472436e-05,5.4813993237225795e-05,3.388502247546436e-05,0.00010185932354791475,6.316022912968004e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,16,695.0,535.0,1.9759673083305362,0.038301076769828794,0.045701273488998405,-0.004216947984695435,1.9252795108795169,0.04316716890335083,3.617148014862204e-05,6.655877474363663e-05,5.582700157382872e-05,3.950841156527264e-05,0.00010145746299278455,6.686203876209615e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,17,705.0,535.0,1.9759601179361348,0.03820658276081086,0.046714391326904296,-0.003933524179458619,1.9257937550783157,0.04336896572113037,2.5794977286961152e-05,5.947219994565489e-05,4.501320085453352e-05,3.368735776888593e-05,8.630602428216573e-05,6.00337863364213e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,18,715.0,535.0,1.9754019453763962,0.03793256177902222,0.04802513909339905,-0.0035415166854858397,1.926367385530472,0.04360453119277955,3.534400786841452e-05,4.0894166892399747e-05,4.23523424002682e-05,4.036087459972066e-05,9.099622781249536e-05,5.863087617295638e-05
b79b03de-cd3e-4dca-9342-358f09cc91f0,19,725.0,535.0,1.9742386734724047,0.037488183760643015,0.04940453038215638,-0.003061943578720093,1.926792695903778,0.043858058094978336,3.653401620789372e-05,6.619067104810761e-05,5.657164960270771e-05,4.462212634768759e-05,0.00010860455952038543,6.558872095049075e-05
