scan_id,point_index,x,y,voltage_x_in_phase,voltage_x_quadrature,voltage_y_in_phase,voltage_y_quadrature,voltage_z_in_phase,voltage_z_quadrature,std_dev_x_in_phase,std_dev_x_quadrature,std_dev_y_in_phase,std_dev_y_quadrature,std_dev_z_in_phase,std_dev_z_quadrature
fe0547a5-826a-43f8-a660-9050d7b58f6c,0,600.0,600.0,-0.004185000902526612,0.0035886142555411173,-0.0012418993246841516,-0.0022570927227254164,-0.0015727069317672132,-0.003287713815310253,0.007524964072812153,0.006428268726891277,0.00928345314252471,0.013603661405837061,0.008258352489630987,0.0059899500339294694
fe0547a5-826a-43f8-a660-9050d7b58f6c,1,602.5,600.0,0.005215666983220408,-0.004599842944964828,0.005332228334356774,0.001945402579896715,0.001437516628148248,0.0006080293881019324,0.006495563661316044,0.012732923425516617,0.011518017192753924,0.009840266743797406,0.007111838291917742,0.006290105810862099
fe0547a5-826a-43f8-a660-9050d7b58f6c,2,605.0,600.0,-0.00322099350785442,-0.0033164078565272015,0.0019959823016914183,-0.003079654935271207,0.0004422005297675167,0.0033321557208767206,0.008223185069632462,0.010566286450654305,0.009345975453090589,0.010656478788794919,0.007016658097040346,0.005638870528986548
fe0547a5-826a-43f8-a660-9050d7b58f6c,3,607.5,600.0,0.007235630059345524,-0.003271052841692603,0.0003581573626982579,-0.002043684556090446,-0.0024182932451302366,0.0017704328903007855,0.007978039525040878,0.008991044681992735,0.006797213763229391,0.009516514920318235,0.0073691165188436,0.007801306830791964
fe0547a5-826a-43f8-a660-9050d7b58f6c,4,610.0,600.0,-0.0021902807582717884,0.0030817043446538326,0.0025927286912478986,-0.003516522930001701,-0.0025079311822099838,-0.0006146071940443202,0.011029142019932017,0.011064086263064193,0.008682785044685698,0.006398166309877454,0.011266751458665993,0.010183633008055103
fe0547a5-826a-43f8-a660-9050d7b58f6c,5,612.5,600.0,-0.0023004867767092976,-0.002714707734854694,0.005419343746534843,0.0020670656437812027,0.0015074840157281917,0.0038758553093646785,0.010752081709215667,0.00991833547642341,0.006799800339274881,0.011106235053109119,0.007093779452478402,0.010757478215417409
fe0547a5-826a-43f8-a660-9050d7b58f6c,6,615.0,600.0,0.004138733690836102,0.0031416672386181273,-0.0025249965055554506,-0.0005179588752435367,-0.004975380921632899,0.0012329219731162257,0.006959076251862212,0.008572121197555262,0.012481595832270905,0.008721264350863747,0.005532312740668633,0.00587877373920443
fe0547a5-826a-43f8-a660-9050d7b58f6c,7,617.5,600.0,-0.0008041875355010228,0.002724063430993371,-0.0013986349996659502,-0.0009613926434831669,-0.0029498721337948607,0.009016760425665307,0.012284576374509611,0.007639054366557942,0.00987314513689058,0.011949339034615054,0.0069100112101425065,0.007813315967318504
fe0547a5-826a-43f8-a660-9050d7b58f6c,8,620.0,600.0,0.00016607580063352062,-0.002193941931831602,0.002696836793644481,0.000609521128122968,0.006152262546066377,-0.0022028799210134925,0.010242113165679531,0.011262982801925009,0.009759202763996153,0.009967202431523312,0.013119366589308058,0.011727184321294399
fe0547a5-826a-43f8-a660-9050d7b58f6c,9,622.5,600.0,0.002588328865824099,-0.0003206216950657744,0.0009494958952262171,-0.005091900071062359,2.885589506070093e-05,0.0023373315979642586,0.0072975821131772345,0.011379970084816348,0.007721965518534199,0.013458078618588512,0.010096078548900963,0.014398999576063979
fe0547a5-826a-43f8-a660-9050d7b58f6c,10,625.0,600.0,-0.0007664472630757087,0.0011294616474792536,0.0005596632714489154,-0.001987459649224925,-0.002631491833943804,0.00020294580606334493,0.012127878147748298,0.010312566911522018,0.010834463142259039,0.010203410466347752,0.015973347465303572,0.008460153012049046
fe0547a5-826a-43f8-a660-9050d7b58f6c,11,627.5,600.0,-0.0003530914648836424,0.0046673097598989325,-0.0006880845779798833,-0.0020357040076608933,-0.004283316954471912,0.0021282281467789156,0.008872173725244792,0.013090359311510024,0.010341278615768147,0.007927407434088587,0.008410893719535437,0.00730445184741139
fe0547a5-826a-43f8-a660-9050d7b58f6c,12,630.0,600.0,0.005598000369396269,-0.0006899986974263717,-0.0028279116925201803,0.002613551329829908,0.0016810877461491455,0.0038705980478214996,0.011214162937365903,0.010578823441969911,0.012138070953441788,0.008109196856585234,0.006116707096077539,0.00872519577820981
fe0547a5-826a-43f8-a660-9050d7b58f6c,13,632.5,600.0,-0.009416188838465483,0.0008034183899927351,0.000229472831321559,0.001614007565740317,-0.004134719015759655,0.0013466208006569775,0.015202106813636825,0.015630648460667425,0.012101857215572864,0.00831434130511637,0.014113646667369917,0.008748607473852034
fe0547a5-826a-43f8-a660-9050d7b58f6c,14,635.0,600.0,-0.0009753478072730999,0.004524094871462635,0.0024014366327106762,-0.003642296942066715,0.002255242100096086,-0.0027413621572379017,0.0042862865963777174,0.00874386084709545,0.00816344009789371,0.00744167097563269,0.012439093632618468,0.00803752205950719
fe0547a5-826a-43f8-a660-9050d7b58f6c,15,637.5,600.0,-0.008306199217813334,0.0009522270877818633,0.004553576260438207,-0.001989160141890287,-0.0020224029152055055,0.0009587963495628488,0.011603302093933253,0.01291453392315305,0.011172084845824468,0.007407537515750649,0.011645134878312036,0.0052551482181057325
fe0547a5-826a-43f8-a660-9050d7b58f6c,16,640.0,600.0,0.0061259443668461285,-0.0032664831841139634,-0.0016795498685865603,-0.0013021155656860503,0.0005322277493846811,0.005419991510261912,0.005679394798718453,0.006844463304756779,0.006323696015268723,0.005286005820284218,0.01111445613247606,0.008735269036574015
fe0547a5-826a-43f8-a660-9050d7b58f6c,17,642.5,600.0,-0.0022177847569473065,0.004786447740534011,-0.0023034787453230245,-0.002516312637986084,-0.0036521158506490634,-0.0004844019498583224,0.012508733385345035,0.010978897596266747,0.008718518494380949,0.010833618820265262,0.014206140014065363,0.008095784256345552
fe0547a5-826a-43f8-a660-9050d7b58f6c,18,645.0,600.0,0.003919633897118407,0.0016825578836081954,0.005046877827777033,0.005513135490165205,0.0027215179777540137,0.0008515808955608993,0.012010295155283679,0.009848194349365668,0.012229810528769898,0.00727251016308407,0.009955249222013705,0.00837829113372322
